blue,green,red,nir,label
0.2498,0.2672,0.2928,0.332,0
0.1062,0.1192,0.1435,0.1766,0
0.5934,0.4266,0.6507,0.6736,1
0.0777,0.0979,0.1164,0.2415,0
0.2152,0.2364,0.2648,0.3537,0
0.0954,0.1157,0.1367,0.2342,0
0.5934,0.4265,0.6511,0.6701,1
0.6523,0.4731,0.7192,0.7335,1
0.6339,0.4579,0.6901,0.7003,1
0.6019,0.4305,0.6514,0.6818,1
0.0423,0.0568,0.0733,0.1866,0
0.6545,0.4737,0.7266,0.7658,1
0.1335,0.1447,0.1707,0.2158,0
0.1809,0.2105,0.2473,0.2791,0
0.293,0.3138,0.3552,0.3692,0
0.5946,0.4263,0.6526,0.6989,1
0.6216,0.4474,0.6799,0.7454,1
0.2133,0.2318,0.2594,0.3149,0
0.1221,0.1389,0.1623,0.2219,0
0.6388,0.4597,0.6897,0.6735,1
0.2589,0.281,0.3086,0.3356,0
0.6554,0.4752,0.7241,0.7543,1
0.0697,0.0798,0.0968,0.1548,0
0.1139,0.1298,0.1515,0.2301,0
0.5928,0.425,0.6501,0.6415,1
0.289,0.3084,0.3411,0.3689,0
0.1679,0.1895,0.2281,0.275,0
0.0939,0.1149,0.1398,0.2398,0
0.65,0.47,0.7156,0.7447,1
0.6228,0.4484,0.6808,0.7327,1
0.0781,0.0963,0.1182,0.2132,0
0.1185,0.1399,0.1615,0.2985,0
0.1699,0.1885,0.2214,0.2591,0
0.5913,0.427,0.6511,0.6296,1
0.1924,0.2111,0.2475,0.2916,0
0.1195,0.1372,0.1686,0.242,0
0.6246,0.4483,0.6818,0.6598,1
0.6474,0.4689,0.7182,0.6568,1
0.7832,0.5703,0.8717,0.7254,1
0.238,0.2613,0.2871,0.3248,0
0.6462,0.4693,0.7162,0.6479,1
0.5944,0.429,0.654,0.699,1
0.6551,0.476,0.7275,0.7563,1
0.5928,0.4259,0.6482,0.6869,1
0.6556,0.4753,0.7237,0.7319,1
0.214,0.2326,0.2719,0.302,0
0.0759,0.0931,0.1083,0.2086,0
0.7867,0.5722,0.8766,0.744,1
0.6485,0.4698,0.7169,0.739,1
0.1858,0.2153,0.2579,0.2911,0
0.7877,0.571,0.875,0.7152,1
0.7836,0.5729,0.8609,0.7037,1
0.66,0.4791,0.732,0.7567,1
0.1312,0.1436,0.174,0.2072,0
0.123,0.1367,0.1621,0.2237,0
0.0689,0.0796,0.1001,0.1762,0
0.5839,0.4881,0.6081,0.5167,1
0.111,0.1259,0.1543,0.2088,0
0.0502,0.0659,0.0798,0.193,0
0.1496,0.1736,0.2066,0.2602,0
0.0567,0.0671,0.0835,0.1741,0
0.5933,0.4264,0.6499,0.6724,1
0.0822,0.0935,0.1098,0.1694,0
0.6541,0.4749,0.7257,0.7641,1
0.0811,0.0898,0.1097,0.2063,0
0.1177,0.131,0.153,0.2738,0
0.4397,0.4353,0.4459,0.3965,1
0.141,0.1544,0.1831,0.2376,0
0.0528,0.0639,0.0779,0.1489,0
0.0941,0.1095,0.1363,0.2234,0
0.6562,0.474,0.7267,0.7679,1
0.0654,0.077,0.0984,0.1898,0
0.0558,0.0657,0.0835,0.1993,0
0.6373,0.4581,0.6876,0.6845,1
0.6551,0.4767,0.7253,0.7486,1
0.0574,0.0659,0.0842,0.169,0
0.5947,0.4277,0.6531,0.6735,1
0.6546,0.473,0.7243,0.7211,1
0.3051,0.3238,0.3488,0.3646,0
0.6229,0.4479,0.681,0.7469,1
0.7631,0.5518,0.8054,0.7028,1
0.1684,0.1867,0.2243,0.2468,0
0.6497,0.469,0.7168,0.5041,1
0.6339,0.4579,0.6901,0.6743,1
0.249,0.2681,0.3016,0.3264,0
0.0833,0.1014,0.1287,0.2249,0
0.1478,0.1618,0.1894,0.2596,0
0.1595,0.1724,0.1987,0.2335,0
0.1399,0.1527,0.178,0.2801,0
0.1076,0.1131,0.1236,0.1303,0
0.1154,0.1265,0.1446,0.226,0
0.0495,0.0652,0.0835,0.1619,0
0.2708,0.2981,0.3291,0.3507,0
0.5949,0.4277,0.6525,0.7094,1
0.0601,0.0748,0.0898,0.1882,0
0.6391,0.4606,0.6926,0.658,1
0.062,0.0744,0.089,0.1623,0
0.6539,0.4757,0.7239,0.78,1
0.3649,0.3732,0.3874,0.3722,1
0.5964,0.4283,0.6538,0.6252,1
0.1382,0.1542,0.1809,0.2696,0
0.1151,0.1276,0.1425,0.1675,0
0.0787,0.0979,0.1209,0.2501,0
0.3299,0.3611,0.4077,0.4552,0
0.5938,0.4292,0.6531,0.7051,1
0.634,0.4546,0.6864,0.6116,1
0.5933,0.4266,0.6493,0.63,1
0.2954,0.3127,0.3488,0.355,0
0.1619,0.179,0.2078,0.2588,0
0.6525,0.4737,0.7234,0.6864,1
0.5916,0.4852,0.6962,0.5634,1
0.5952,0.4282,0.6524,0.6997,1
0.1199,0.134,0.1608,0.227,0
0.5923,0.4263,0.6488,0.6385,1
0.1014,0.124,0.1517,0.2695,0
0.596,0.4281,0.6538,0.6545,1
0.1381,0.1571,0.1866,0.2492,0
0.3228,0.3499,0.3903,0.4375,0
0.1201,0.1385,0.1615,0.2566,0
0.6568,0.4756,0.7251,0.7204,1
0.6248,0.4489,0.683,0.738,1
0.1366,0.1621,0.1962,0.2599,0
0.5937,0.4271,0.6499,0.6539,1
0.6529,0.4722,0.7205,0.7595,1
0.0742,0.0903,0.108,0.2134,0
0.652,0.4732,0.7218,0.6164,1
0.3093,0.3369,0.3715,0.4176,0
0.5908,0.4249,0.6484,0.5825,1
0.3032,0.3176,0.3476,0.3737,0
0.6297,0.4548,0.6855,0.665,1
0.6582,0.477,0.7272,0.7512,1
0.1048,0.1147,0.142,0.236,0
0.6263,0.449,0.6841,0.7169,1
0.5951,0.4284,0.6534,0.7069,1
0.654,0.4741,0.7226,0.761,1
0.2344,0.2474,0.2725,0.3098,0
0.048,0.0583,0.0701,0.1577,0
0.5979,0.4286,0.6548,0.6743,1
0.1251,0.1448,0.1699,0.2469,0
0.0379,0.0521,0.0652,0.1643,0
0.0473,0.0594,0.0756,0.1436,0
0.5941,0.427,0.649,0.6427,1
0.0947,0.1117,0.1305,0.2273,0
0.065,0.0766,0.0944,0.1835,0
0.1767,0.1906,0.2163,0.231,0
0.0789,0.0891,0.1138,0.2068,0
0.5952,0.4291,0.6522,0.7153,1
0.1152,0.1379,0.168,0.2655,0
0.623,0.45,0.6839,0.7124,1
0.594,0.428,0.6523,0.6706,1
0.6351,0.4582,0.6971,0.5745,1
0.654,0.4747,0.724,0.7624,1
0.1071,0.1265,0.1484,0.2347,0
0.2569,0.2745,0.307,0.3184,0
0.1584,0.1771,0.2133,0.2688,0
0.6519,0.4725,0.7211,0.5932,1
0.1629,0.1755,0.2025,0.2998,0
0.0726,0.0875,0.1134,0.2068,0
0.1846,0.1963,0.2259,0.2751,0
0.1402,0.1617,0.1923,0.2605,0
0.1978,0.2343,0.2736,0.3287,0
0.0631,0.0765,0.0947,0.2038,0
0.1342,0.1482,0.1836,0.2457,0
0.0839,0.0978,0.1179,0.1983,0
0.5939,0.4294,0.6532,0.6967,1
0.6576,0.475,0.7247,0.6669,1
0.658,0.4774,0.7261,0.7711,1
0.658,0.4779,0.7298,0.7559,1
0.6535,0.4736,0.726,0.6635,1
0.1413,0.1581,0.1886,0.2484,0
0.123,0.1384,0.165,0.2258,0
0.1422,0.1591,0.1861,0.2456,0
0.0726,0.0883,0.1084,0.2048,0
0.6498,0.4719,0.7196,0.7232,1
0.224,0.2487,0.2987,0.3221,0
0.1265,0.1382,0.158,0.1943,0
0.1662,0.181,0.2022,0.2493,0
0.3278,0.3575,0.4067,0.4515,0
0.6511,0.4696,0.7172,0.7542,1
0.1432,0.161,0.183,0.2726,0
0.1837,0.2055,0.2383,0.2654,0
0.1268,0.1399,0.162,0.2574,0
0.0627,0.0753,0.0933,0.1921,0
0.6418,0.4601,0.6881,0.706,1
0.6575,0.4748,0.7262,0.747,1
0.179,0.1976,0.2316,0.2686,0
0.6551,0.4743,0.7229,0.7798,1
0.6501,0.4717,0.72,0.6188,1
0.623,0.4474,0.6814,0.6513,1
0.1188,0.1372,0.1639,0.2389,0
0.5965,0.43,0.6554,0.7356,1
0.5939,0.4269,0.6509,0.622,1
0.0395,0.052,0.0646,0.1153,0
0.1371,0.1406,0.1503,0.1717,0
0.1507,0.1679,0.1967,0.2535,0
0.6608,0.4796,0.7316,0.7378,1
0.082,0.0991,0.12,0.2243,0
0.5948,0.4287,0.6546,0.6738,1
0.1494,0.1597,0.1785,0.1904,0
0.653,0.4749,0.7239,0.6127,1
0.6535,0.4729,0.7217,0.6731,1
0.6542,0.474,0.7218,0.7398,1
0.6575,0.4754,0.7266,0.7669,1
0.1244,0.1389,0.1651,0.2346,0
0.176,0.1967,0.2314,0.2739,0
0.1359,0.154,0.1834,0.244,0
0.034,0.0496,0.0634,0.1887,0
0.1093,0.1299,0.1526,0.2097,0
0.6203,0.4478,0.6854,0.7389,1
0.1485,0.168,0.1958,0.2688,0
0.0448,0.0566,0.0718,0.1567,0
0.1226,0.1382,0.164,0.2376,0
0.619,0.4474,0.6779,0.6284,1
0.2081,0.2277,0.2587,0.2808,0
0.5941,0.4273,0.6504,0.6939,1
0.0769,0.0888,0.1117,0.1751,0
0.6292,0.454,0.6809,0.5859,1
0.6495,0.4708,0.7178,0.548,1
0.655,0.4737,0.725,0.7589,1
0.0594,0.0708,0.0854,0.1995,0
0.1551,0.1716,0.2118,0.266,0
0.1564,0.1695,0.1871,0.2156,0
0.1086,0.1264,0.1554,0.2503,0
0.2165,0.2395,0.2778,0.2992,0
0.596,0.4283,0.6539,0.7153,1
0.6621,0.4785,0.7315,0.7539,1
0.6347,0.4591,0.6984,0.6,1
0.1788,0.1925,0.2229,0.2661,0
0.0728,0.0922,0.11,0.21,0
0.0528,0.0652,0.0792,0.1608,0
0.6359,0.46,0.7,0.5585,1
0.2548,0.2807,0.3144,0.3417,0
0.0992,0.1122,0.1446,0.2132,0
0.0446,0.0572,0.0703,0.1757,0
0.0757,0.0891,0.1091,0.2062,0
0.0649,0.0751,0.0894,0.1789,0
0.6481,0.4687,0.7184,0.7623,1
0.05,0.0635,0.0811,0.1747,0
0.6569,0.4748,0.7263,0.754,1
0.0547,0.0674,0.0871,0.1995,0
0.1228,0.1412,0.1614,0.267,0
0.1442,0.1523,0.1653,0.1942,0
0.0979,0.116,0.1426,0.2371,0
0.0898,0.1036,0.1189,0.1725,0
0.1477,0.1678,0.196,0.29,0
0.6561,0.4758,0.7254,0.7433,1
0.0919,0.1179,0.1436,0.2338,0
0.7636,0.5527,0.818,0.7304,1
0.6514,0.4721,0.7219,0.7717,1
0.0577,0.0676,0.091,0.1738,0
0.0957,0.1195,0.1434,0.2209,0
0.1122,0.1389,0.1614,0.251,0
0.0653,0.0761,0.0983,0.1887,0
0.6501,0.4711,0.7234,0.662,1
0.0629,0.074,0.0904,0.1849,0
0.5943,0.4276,0.6501,0.5709,1
0.0674,0.0785,0.0974,0.1891,0
0.0729,0.0836,0.1043,0.1951,0
0.6511,0.4698,0.7178,0.7567,1
0.0948,0.1128,0.1358,0.2377,0
0.3494,0.3717,0.4108,0.4344,0
0.5896,0.4249,0.645,0.6776,1
0.6514,0.4747,0.7234,0.7329,1
0.6319,0.4565,0.6851,0.7027,1
0.0607,0.0774,0.0951,0.1984,0
0.1463,0.1605,0.1853,0.2951,0
0.1571,0.1772,0.2129,0.2377,0
0.0953,0.1141,0.1374,0.2526,0
0.5966,0.4297,0.6549,0.6895,1
0.1449,0.1596,0.1808,0.1917,0
0.1075,0.1229,0.1452,0.231,0
0.5961,0.4282,0.6521,0.6978,1
0.6509,0.4731,0.7213,0.6938,1
0.6469,0.4678,0.7166,0.733,1
0.206,0.2189,0.2484,0.2823,0
0.2619,0.2893,0.3238,0.3588,0
0.0636,0.0748,0.0954,0.1984,0
0.3209,0.3492,0.3916,0.4395,0
0.0755,0.0838,0.1037,0.1923,0
0.0439,0.057,0.0687,0.1881,0
0.105,0.1243,0.1511,0.2524,0
0.6224,0.4506,0.6825,0.5876,1
0.5907,0.4265,0.6481,0.6889,1
0.1476,0.156,0.1723,0.1758,0
0.6544,0.4749,0.7229,0.6523,1
0.0815,0.0985,0.1229,0.2166,0
0.3176,0.3448,0.3709,0.4054,0
0.0382,0.0471,0.0577,0.0995,0
0.7829,0.5702,0.8785,0.7564,1
0.0507,0.0631,0.0811,0.1432,0
0.0988,0.1137,0.1361,0.2199,0
0.0816,0.0977,0.1217,0.221,0
0.1037,0.1122,0.1479,0.2278,0
0.2829,0.3007,0.324,0.3511,0
0.6543,0.4712,0.7209,0.7641,1
0.7606,0.5531,0.8043,0.7069,1
0.0633,0.0727,0.0914,0.171,0
0.0615,0.0731,0.0899,0.1604,0
0.5937,0.4264,0.6506,0.656,1
0.593,0.4263,0.6478,0.6385,1
0.6281,0.4486,0.6799,0.6916,1
0.5963,0.4269,0.6506,0.6618,1
0.0677,0.0801,0.0977,0.1717,0
0.1994,0.2222,0.2593,0.3029,0
0.1728,0.1857,0.2165,0.2713,0
0.132,0.1528,0.1814,0.2424,0
0.135,0.1493,0.1675,0.2554,0
0.154,0.1687,0.1908,0.2082,0
0.0874,0.1057,0.1227,0.2232,0
0.6574,0.4753,0.7286,0.7158,1
0.2954,0.3263,0.3717,0.4216,0
0.0559,0.0666,0.0838,0.1812,0
0.656,0.4754,0.7267,0.7357,1
0.6527,0.472,0.7255,0.7179,1
0.1329,0.1453,0.1621,0.1868,0
0.1259,0.1366,0.1481,0.1685,0
0.0605,0.072,0.0898,0.1974,0
0.2577,0.278,0.3064,0.338,0
0.1067,0.1245,0.1494,0.2334,0
0.0625,0.0719,0.0917,0.1913,0
0.6248,0.45,0.6774,0.7322,1
0.6514,0.4716,0.7198,0.6988,1
0.7866,0.5732,0.8789,0.7441,1
0.0776,0.0928,0.1089,0.1992,0
0.6576,0.4772,0.7279,0.7752,1
0.212,0.2314,0.2623,0.3136,0
0.1605,0.1861,0.226,0.2819,0
0.791,0.5738,0.8784,0.7455,1
0.0911,0.1025,0.1339,0.2064,0
0.6501,0.4731,0.7209,0.7661,1
0.2572,0.2827,0.3178,0.3724,0
0.7855,0.573,0.8787,0.7482,1
0.6484,0.4704,0.7182,0.61,1
0.7856,0.5752,0.8722,0.7168,1
0.315,0.3273,0.3591,0.3672,0
0.1669,0.1719,0.1882,0.1822,0
0.6471,0.4697,0.7171,0.6344,1
0.6541,0.4747,0.7256,0.7272,1
0.6216,0.4472,0.6793,0.7404,1
0.037,0.0435,0.0552,0.1133,0
0.6547,0.4731,0.7239,0.7733,1
0.1967,0.221,0.2639,0.2971,0
0.7597,0.5544,0.8124,0.7032,1
0.0631,0.0757,0.0928,0.19,0
0.7834,0.5718,0.8745,0.7372,1
0.0657,0.0781,0.0958,0.1782,0
0.2334,0.2487,0.2765,0.3043,0
0.0554,0.0657,0.0746,0.1771,0
0.1492,0.168,0.1988,0.2534,0
0.7813,0.5685,0.8702,0.7229,1
0.3305,0.363,0.4066,0.4392,0
0.1482,0.1619,0.1916,0.2382,0
0.0572,0.0732,0.0892,0.1848,0
0.6548,0.4746,0.7204,0.7415,1
0.6564,0.475,0.7245,0.7397,1
0.1024,0.1265,0.1553,0.2089,0
0.6502,0.4722,0.7194,0.6146,1
0.1973,0.2133,0.2382,0.3352,0
0.5943,0.4269,0.6526,0.6891,1
0.6529,0.4727,0.721,0.6473,1
0.1955,0.2201,0.2527,0.2927,0
0.069,0.0872,0.107,0.2465,0
0.6518,0.4732,0.7214,0.7699,1
0.0916,0.1063,0.1294,0.2023,0
0.1253,0.147,0.1764,0.2848,0
0.1176,0.1242,0.1468,0.2016,0
0.264,0.2818,0.305,0.3305,0
0.1763,0.1913,0.2229,0.2576,0
0.623,0.4483,0.6797,0.7222,1
0.0825,0.1007,0.116,0.205,0
0.597,0.4278,0.6541,0.657,1
0.053,0.0634,0.0769,0.159,0
0.1541,0.1699,0.1899,0.278,0
0.0573,0.0681,0.0907,0.19,0
0.6531,0.4748,0.7241,0.7027,1
0.6297,0.4548,0.6627,0.485,1
0.5934,0.4277,0.6522,0.7275,1
0.5985,0.4301,0.6549,0.7169,1
0.6527,0.4736,0.722,0.6379,1
0.594,0.4263,0.6492,0.6742,1
0.1519,0.1735,0.2073,0.2281,0
0.629,0.4547,0.6816,0.6967,1
0.0919,0.1097,0.1388,0.2085,0
0.6569,0.4761,0.7249,0.7778,1
0.0873,0.1058,0.1357,0.2463,0
0.1972,0.2262,0.2657,0.3097,0
0.1574,0.1738,0.2084,0.3148,0
0.6505,0.4719,0.7175,0.6855,1
0.2779,0.3025,0.3364,0.3712,0
0.3051,0.3311,0.3726,0.4128,0
0.6551,0.4756,0.7232,0.7585,1
0.6369,0.4604,0.6898,0.6782,1
0.0776,0.0895,0.1168,0.2024,0
0.0556,0.0709,0.0887,0.179,0
0.1056,0.131,0.1596,0.2358,0
0.6546,0.4727,0.722,0.5655,1
0.0946,0.1173,0.142,0.242,0
0.1425,0.1553,0.1806,0.2426,0
0.6474,0.4709,0.7169,0.7533,1
0.6352,0.4596,0.6992,0.5967,1
0.7853,0.5723,0.8777,0.7534,1
0.7845,0.5732,0.871,0.7461,1
0.6573,0.4772,0.7282,0.7811,1
0.7881,0.5733,0.8774,0.7277,1
0.6471,0.4705,0.7163,0.7427,1
0.6345,0.4582,0.7007,0.5721,1
0.6525,0.4736,0.7229,0.7684,1
0.7564,0.5754,0.8317,0.7098,1
0.0471,0.0594,0.0739,0.1764,0
0.6246,0.4509,0.6807,0.7156,1
0.6204,0.4468,0.6781,0.6847,1
0.7895,0.5771,0.871,0.716,1
0.1269,0.1406,0.1639,0.2439,0
0.0384,0.0517,0.0653,0.1618,0
0.2501,0.2729,0.2977,0.3314,0
0.2667,0.2826,0.3057,0.3389,0
0.6536,0.4752,0.7244,0.7808,1
0.2876,0.3049,0.3354,0.3493,0
0.15,0.1737,0.2087,0.2699,0
0.3401,0.3652,0.4124,0.4565,0
0.5998,0.429,0.65,0.6943,1
0.3199,0.3517,0.3985,0.4456,0
0.1197,0.1414,0.17,0.2568,0
0.0623,0.0767,0.0938,0.1811,0
0.0493,0.0604,0.0737,0.223,0
0.0813,0.1003,0.1177,0.2592,0
0.2399,0.2655,0.2897,0.3345,0
0.1062,0.1187,0.1411,0.196,0
0.4669,0.4526,0.4634,0.3992,1
0.225,0.2392,0.2795,0.2873,0
0.7825,0.5736,0.8718,0.7041,1
0.6589,0.4772,0.7276,0.7623,1
0.6497,0.47,0.7175,0.6336,1
0.6513,0.4722,0.7217,0.5983,1
0.1219,0.1443,0.1732,0.2371,0
0.149,0.1594,0.1919,0.271,0
0.6241,0.4499,0.6847,0.6831,1
0.5945,0.4279,0.6505,0.5603,1
0.6513,0.4746,0.7222,0.7307,1
0.087,0.1045,0.126,0.2218,0
0.1281,0.1432,0.1624,0.2273,0
0.6208,0.4471,0.6801,0.7319,1
0.6575,0.4762,0.726,0.7782,1
0.6525,0.4754,0.7256,0.752,1
0.1744,0.1856,0.2181,0.2475,0
0.1265,0.1379,0.1718,0.2467,0
0.659,0.4778,0.7264,0.7388,1
0.2194,0.2426,0.2881,0.3093,0
0.6248,0.4495,0.6838,0.6878,1
0.6549,0.476,0.7263,0.7704,1
0.1858,0.2104,0.2386,0.279,0
0.0531,0.0642,0.0824,0.1773,0
0.5944,0.4266,0.6507,0.6984,1
0.6508,0.4733,0.7228,0.7087,1
0.6497,0.4729,0.724,0.7571,1
0.5921,0.4259,0.6532,0.6445,1
0.2046,0.2321,0.2621,0.3453,0
0.5965,0.4295,0.6525,0.7248,1
0.661,0.4791,0.7293,0.7613,1
0.6519,0.4741,0.7234,0.773,1
0.0674,0.0757,0.0902,0.174,0
0.6521,0.4735,0.7206,0.669,1
0.1422,0.1663,0.1895,0.2553,0
0.7611,0.5556,0.8073,0.7117,1
0.1622,0.1791,0.2124,0.2838,0
0.1947,0.2153,0.2559,0.296,0
0.1652,0.1796,0.2044,0.2988,0
0.1606,0.1791,0.2068,0.2655,0
0.0962,0.1161,0.1425,0.2588,0
0.038,0.0471,0.0603,0.1167,0
0.2358,0.2492,0.2818,0.3125,0
0.5933,0.4275,0.6504,0.6673,1
0.3528,0.38,0.4241,0.4563,0
0.655,0.4733,0.7226,0.7506,1
0.2156,0.23,0.273,0.2874,0
0.5968,0.43,0.6545,0.6071,1
0.104,0.1171,0.1405,0.2308,0
0.6501,0.4689,0.7222,0.6158,1
0.0555,0.069,0.0839,0.1641,0
0.069,0.0884,0.1069,0.2041,0
0.2,0.2089,0.251,0.2759,0
0.054,0.0672,0.0832,0.1733,0
0.1034,0.1265,0.151,0.2405,0
0.096,0.1121,0.1363,0.2136,0
0.05,0.061,0.0771,0.1695,0
0.188,0.2113,0.2467,0.2732,0
0.0671,0.0806,0.0994,0.1844,0
0.6222,0.4482,0.681,0.7468,1
0.0578,0.0712,0.0864,0.1633,0
0.2461,0.2659,0.2933,0.3142,0
0.1014,0.1251,0.1461,0.2375,0
0.5928,0.426,0.6516,0.6713,1
0.6607,0.4795,0.7299,0.7524,1
0.1551,0.1763,0.2031,0.255,0
0.5921,0.4259,0.6496,0.6803,1
0.6251,0.4507,0.683,0.6291,1
0.655,0.4747,0.7239,0.7405,1
0.1394,0.1518,0.1708,0.1921,0
0.6338,0.4557,0.6878,0.6862,1
0.0594,0.0694,0.0874,0.1567,0
0.6518,0.474,0.7226,0.6883,1
0.5943,0.4287,0.6537,0.7177,1
0.6541,0.4753,0.7264,0.7425,1
0.6324,0.4568,0.6858,0.7042,1
0.6549,0.4758,0.7255,0.7595,1
0.6526,0.4737,0.7226,0.6293,1
0.323,0.3539,0.4005,0.4406,0
0.6011,0.4286,0.6501,0.6609,1
0.0697,0.0813,0.0983,0.1823,0
0.2372,0.2579,0.2872,0.309,0
0.2598,0.28,0.3147,0.3254,0
0.5992,0.4302,0.6539,0.662,1
0.1317,0.1371,0.154,0.1679,0
0.6499,0.4726,0.7206,0.5961,1
0.0875,0.1019,0.1201,0.2226,0
0.5947,0.4272,0.6518,0.7161,1
0.6192,0.4471,0.6816,0.712,1
0.1003,0.1386,0.1669,0.2849,0
0.1489,0.1673,0.1956,0.2919,0
0.0929,0.1147,0.1344,0.2382,0
0.3271,0.3557,0.3952,0.4369,0
0.1771,0.197,0.231,0.3021,0
0.3357,0.3602,0.4024,0.4445,0
0.5937,0.4264,0.6496,0.6731,1
0.1012,0.116,0.1353,0.2522,0
0.1706,0.1987,0.2287,0.2819,0
0.6239,0.4494,0.683,0.724,1
0.0699,0.0931,0.1159,0.2345,0
0.0542,0.0655,0.0835,0.1757,0
0.3252,0.3433,0.377,0.4108,0
0.0895,0.0997,0.127,0.1891,0
0.0746,0.091,0.1095,0.2322,0
0.6515,0.4735,0.7198,0.7498,1
0.1094,0.1277,0.1547,0.2401,0
0.0377,0.0546,0.0713,0.2099,0
0.5922,0.4262,0.651,0.6256,1
0.6248,0.4505,0.6848,0.6958,1
0.2866,0.3094,0.3386,0.3609,0
0.4388,0.4142,0.4841,0.4763,1
0.0598,0.0751,0.0906,0.1738,0
0.7807,0.5736,0.8512,0.7144,1
0.0381,0.0508,0.0639,0.1549,0
0.0802,0.0905,0.1129,0.2142,0
0.1736,0.1868,0.2145,0.2795,0
0.6268,0.4522,0.6818,0.6736,1
0.2175,0.2368,0.2696,0.2952,0
0.1333,0.1526,0.1793,0.2842,0
0.6488,0.47,0.7206,0.6858,1
0.3371,0.3668,0.4161,0.4511,0
0.0631,0.0773,0.0955,0.2342,0
0.0544,0.0651,0.0822,0.1966,0
0.6481,0.4696,0.7177,0.7411,1
0.1777,0.1945,0.2248,0.2862,0
0.6613,0.4816,0.7287,0.7447,1
0.6259,0.4478,0.6827,0.5069,1
0.5902,0.4229,0.647,0.5618,1
0.1212,0.1313,0.1573,0.2112,0
0.1483,0.1713,0.2026,0.2685,0
0.1777,0.1998,0.2372,0.2783,0
0.129,0.1472,0.17,0.2373,0
0.0488,0.0593,0.0726,0.1637,0
0.649,0.469,0.7197,0.6967,1
0.1274,0.1514,0.1848,0.2723,0
0.593,0.4273,0.6516,0.6931,1
0.5929,0.4278,0.6517,0.6334,1
0.0428,0.0503,0.069,0.162,0
0.15,0.1768,0.2051,0.2499,0
0.2995,0.3174,0.3414,0.3471,0
0.6458,0.4703,0.7213,0.6509,1
0.7697,0.5564,0.8257,0.7576,1
0.0874,0.1105,0.1273,0.2464,0
0.6496,0.4736,0.723,0.7616,1
0.6543,0.475,0.7265,0.7459,1
0.6466,0.4685,0.7136,0.7479,1
0.7839,0.5735,0.8772,0.708,1
0.5992,0.4297,0.6527,0.7327,1
0.2061,0.2345,0.265,0.3299,0
0.058,0.0701,0.0887,0.1819,0
0.7446,0.5715,0.8097,0.6876,1
0.0746,0.0875,0.1107,0.2098,0
0.0743,0.0862,0.1065,0.1833,0
0.1525,0.1751,0.203,0.2656,0
0.4198,0.4256,0.4407,0.3855,1
0.3268,0.3499,0.3973,0.4368,0
0.6565,0.4772,0.7302,0.7382,1
0.6354,0.4594,0.6884,0.6974,1
0.0594,0.0707,0.0907,0.189,0
0.787,0.5737,0.8677,0.7041,1
0.6577,0.4778,0.7291,0.7517,1
0.6596,0.4763,0.7272,0.7475,1
0.6522,0.4735,0.7217,0.6218,1
0.1397,0.1637,0.1893,0.2704,0
0.6585,0.4783,0.7275,0.7152,1
0.0841,0.0947,0.1186,0.2011,0
0.6565,0.4737,0.7218,0.6049,1
0.5945,0.4293,0.654,0.7184,1
0.1494,0.1713,0.204,0.2798,0
0.5963,0.4275,0.6511,0.3872,1
0.5969,0.4302,0.6553,0.6217,1
0.649,0.4696,0.7179,0.7579,1
0.6615,0.4801,0.7329,0.7523,1
0.6495,0.4728,0.7216,0.7278,1
0.7865,0.5726,0.8725,0.7083,1
0.6484,0.4721,0.7214,0.7711,1
0.5928,0.4266,0.6523,0.7122,1
0.0654,0.077,0.0956,0.1538,0
0.1379,0.1502,0.1762,0.2522,0
0.1557,0.1744,0.2033,0.3059,0
0.6235,0.4499,0.6817,0.7487,1
0.6469,0.4705,0.7154,0.7423,1
0.1223,0.1408,0.1658,0.2266,0
0.128,0.1518,0.1798,0.2764,0
0.0512,0.0657,0.0801,0.1692,0
0.3259,0.3545,0.4012,0.4383,0
0.0655,0.0846,0.1043,0.1929,0
0.1398,0.159,0.1922,0.2471,0
0.1332,0.1572,0.1829,0.2635,0
0.0689,0.0803,0.094,0.1723,0
0.0587,0.0735,0.0912,0.174,0
0.1245,0.1375,0.1644,0.2671,0
0.0628,0.0707,0.0892,0.1738,0
0.2715,0.2915,0.3221,0.3444,0
0.0758,0.0933,0.1161,0.202,0
0.116,0.131,0.1504,0.1904,0
0.7734,0.5751,0.8315,0.7061,1
0.2442,0.256,0.2962,0.3042,0
0.0504,0.0676,0.082,0.1924,0
0.5967,0.4291,0.6529,0.6426,1
0.5967,0.4271,0.6524,0.6661,1
0.5961,0.4285,0.6516,0.7252,1
0.5915,0.429,0.6527,0.6253,1
0.1739,0.1922,0.2278,0.2694,0
0.1819,0.1989,0.2257,0.2862,0
0.1451,0.1594,0.1838,0.2542,0
0.6536,0.4746,0.7265,0.7601,1
0.0528,0.0656,0.0911,0.149,0
0.1198,0.1353,0.159,0.2227,0
0.5936,0.4296,0.6545,0.7217,1
0.7855,0.5733,0.8775,0.7237,1
0.0461,0.0586,0.0764,0.1515,0
0.1262,0.1405,0.1645,0.2239,0
0.2433,0.2635,0.297,0.332,0
0.7821,0.5725,0.8719,0.7373,1
0.06,0.0819,0.1041,0.1856,0
0.6198,0.4494,0.6812,0.7157,1
0.6516,0.4748,0.7222,0.5755,1
0.0491,0.0587,0.0743,0.1695,0
0.6509,0.4722,0.7217,0.6349,1
